,question,student_answer,correct
1152,How are linked lists passed as arguments to a function?,They are passed by reference because you want the function to change the pointer,0
1153,How are linked lists passed as arguments to a function?,Linked lists are passed as arguments to a function by passing the head pointer of the list by reference.,0
1154,How are linked lists passed as arguments to a function?,- A function with access to a linked list's head pointer has access to the entire list.        - Pass the head ponter to a function as a reference argument.,0
1155,How are linked lists passed as arguments to a function?,By using a node.,0
1156,How are linked lists passed as arguments to a function?,Pass-by-reference,0
1157,How are linked lists passed as arguments to a function?,you send a pointer to an object of the LinkedList class,0
1158,How are linked lists passed as arguments to a function?,Passed as a pointer to the head.,0
1159,How are linked lists passed as arguments to a function?,Passing the head pointer of a linked list to a function gives that function access to all nodes of that linked list,0
1160,How are linked lists passed as arguments to a function?,You have to pass the head pointer to a function since it has access to the entire list.,0
1161,How are linked lists passed as arguments to a function?,You pass the head pointer to a function as a reference argument.,0
1162,How are linked lists passed as arguments to a function?,not answered,0
1163,How are linked lists passed as arguments to a function?,passes a pointer to a linked list object,0
1164,How are linked lists passed as arguments to a function?,"The linked list object contains the head, through which the other elements are accessible.",0
1165,How are linked lists passed as arguments to a function?,By the head of the list. It takes the head address and traverses from there on in.,0
1166,How are linked lists passed as arguments to a function?,as a pointer node.,0
1167,How are linked lists passed as arguments to a function?,A method with access to a linked list's head pointer as access to the entire list,0
1168,How are linked lists passed as arguments to a function?,A function with access to a linked list's head pointer has access to the entire list. Pass the head pointer to a function as a reference argument,0
1169,How are linked lists passed as arguments to a function?,the head pointer is passed to a function as a reference argument.,0
1170,How are linked lists passed as arguments to a function?,the pointer to the first element is passed to a function,0
1171,How are linked lists passed as arguments to a function?,"linked lists are passed by reference, specificly the Head pointer",0
1172,How are linked lists passed as arguments to a function?,Pass the head pointer to a function as a reference argument,0
1173,How are linked lists passed as arguments to a function?,by refrenece,0
1174,How are linked lists passed as arguments to a function?,By passing the head pointer and going through the list as needed inside the function.,0
1175,How are linked lists passed as arguments to a function?,linked lists are passed by using pointers,0
1176,How are linked lists passed as arguments to a function?,the head object is passed to the function,0
1177,How are linked lists passed as arguments to a function?,"Linked lists permit insertion and removal of nodes at any point in the list in constant time,[1] but do not allow random access. ",0
1178,What is the difference between a circular linked list and a basic linked list?,They are passed by reference because you want the function to change the pointer,0
1179,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, every node has a successor which means that the last node's successor is the head or first node.",0
1180,What is the difference between a circular linked list and a basic linked list?,A circular linked list is a linked list that links items in a continuous circle. This allows the full list to be traversed by starting at any item in the list; a fixed head or tail is not required.,0
1181,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, the last node points to the first node.",0
1182,What is the difference between a circular linked list and a basic linked list?,"On a circular linked list, the end element points to the head, thus making the circle. A basic link list has nothing pointing to the head, and the last element points to null.",0
1183,What is the difference between a circular linked list and a basic linked list?,the circular linked list's last node points to the begining of the list while a standard linked list points to NULL,0
1184,What is the difference between a circular linked list and a basic linked list?,The last item in the list points to the head,0
1185,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, the last node points back to the first node, there is no NULL",0
1186,What is the difference between a circular linked list and a basic linked list?,"Circular linked lists are most useful for describing naturally circular structures, and have the advantage of regular structure and being able to traverse the list starting at any point.",0
1187,What is the difference between a circular linked list and a basic linked list?,A circular linked list has the last node point back to the head of the linked list.,0
1188,What is the difference between a circular linked list and a basic linked list?,Basic linked list points to a NULL at the end and circular points to the head at the end.,0
1189,What is the difference between a circular linked list and a basic linked list?,in a circular linked list the the last item points to the first item.,0
1190,What is the difference between a circular linked list and a basic linked list?,"The circular linked list's tail points to the head, whereas the basic linked list's tail points to a NULL.",0
1191,What is the difference between a circular linked list and a basic linked list?,a basic linked list has an end with a null value where a circular linked list has a pointer from the end to the beginning,0
1192,What is the difference between a circular linked list and a basic linked list?,"how to determine the end of the list, in basic linked lists the last element links to a null pointer, while circular linked lists link to the head element at the end.",0
1193,What is the difference between a circular linked list and a basic linked list?,"No Node in a circular linked list contains NULL, the last Node points pack to a Node within the list.",0
1194,What is the difference between a circular linked list and a basic linked list?,"The difference between a circular linked list and a basic linked list is that a circular linked list, the last node references the first node. Every node in a circular linked list has a successor and no node in a circular linked list contains NULL.",0
1195,What is the difference between a circular linked list and a basic linked list?,No node in a circular linked list contains NULL.,0
1196,What is the difference between a circular linked list and a basic linked list?,in a circular linked list the last element points to the head of the list,0
1197,What is the difference between a circular linked list and a basic linked list?,"In a regular linked list the last object points to NULL. In a circular linked list, the last object points back to the beginning of the list",0
1198,What is the difference between a circular linked list and a basic linked list?,"In circular linked list each node has successor, no node contains NULL, while in basic linked list last node contain NULL.",0
1199,What is the difference between a circular linked list and a basic linked list?,"in a circular linked lists, the last element points to the first",0
1200,What is the difference between a circular linked list and a basic linked list?,"A circular linked list does not have a last element. Instead, it's last item points to the head of the list.",0
1201,What is the difference between a circular linked list and a basic linked list?,"in a circular linked list, the last node contains a pointer that goes back to the first node; in a basic linked list, the last node contains a null pointer ",0
1202,What is the difference between a circular linked list and a basic linked list?,"in a circular linked list, the last object is linked back to the first object.",0
1203,What is the difference between a circular linked list and a basic linked list?,"In the case of a non circular link list, if you are at the last node of the list and u want to move to first u need to go to one, step back till u reach to first. But in circular link list from last to first you need to make only one move.  In a single link list u can move only in one direction but in double link list u can move in any direction back or forward or forward.  ",0
1204,What is the main advantage of a doubly-linked list over a basic linked list?,they can traverse in both directions,0
1205,What is the main advantage of a doubly-linked list over a basic linked list?,In a doubly linked list you can delete a node without having to traverse the list.,0
1206,What is the main advantage of a doubly-linked list over a basic linked list?,A doubly-linked list allows you to delete a node without traversing the list to establish a trailing pointer.,0
1207,What is the main advantage of a doubly-linked list over a basic linked list?,A doubly linked list allows you to traverse the list in either direction. Each node points to its successor as well as to its predecessor.,0
1208,What is the main advantage of a doubly-linked list over a basic linked list?,"Doubly-linked lists can traverse backwards, though they still cannot access data at any point in the list, it can be shorter to traverse backwards.",0
1209,What is the main advantage of a doubly-linked list over a basic linked list?,you can traverse the list from front to back and back to front,0
1210,What is the main advantage of a doubly-linked list over a basic linked list?,You can traverse the list in reverse.,0
1211,What is the main advantage of a doubly-linked list over a basic linked list?,Doubly linked lists can be traversed in both directions,0
1212,What is the main advantage of a doubly-linked list over a basic linked list?,"Double-linked lists require more space per node, and their elementary operations are more expensive; but they are often easier to manipulate because they allow sequential access to the list in both directions.",0
1213,What is the main advantage of a doubly-linked list over a basic linked list?,You can traverse forwards and backwards through nodes.,0
1214,What is the main advantage of a doubly-linked list over a basic linked list?,You can point both forwards and backwards,0
1215,What is the main advantage of a doubly-linked list over a basic linked list?,You can go backwards in the linked list and access previous data easier without having to keep track of the previous item,0
1216,What is the main advantage of a doubly-linked list over a basic linked list?,Doubly linked lists allow backward movement through the nodes.,0
1217,What is the main advantage of a doubly-linked list over a basic linked list?,"they have double pointers, so each node can point forwards or backwards. Making it a little easer to get to where you need. ",0
1218,What is the main advantage of a doubly-linked list over a basic linked list?,ability to backtrack through a list.,0
1219,What is the main advantage of a doubly-linked list over a basic linked list?,You can move forwards and backwards in the double-linked list. Basic only moves forwards.,0
1220,What is the main advantage of a doubly-linked list over a basic linked list?,The advantage is that each node points to bothe its predecessor and its successor. There are no special cases for insertion and deletion.,0
1221,What is the main advantage of a doubly-linked list over a basic linked list?,each node points to both its predecessor and its successor.,0
1222,What is the main advantage of a doubly-linked list over a basic linked list?,a doubly linked list has pointers in both directions. this allows for access from back to front as well as front to back,0
1223,What is the main advantage of a doubly-linked list over a basic linked list?,"A doubly linked list can be traversed either direction, while a normal linked list can only be traversed from start to finish",0
1224,What is the main advantage of a doubly-linked list over a basic linked list?,"Double Linked list are often easier to manipulate, because they allow sequential access to the list in both direction",0
1225,What is the main advantage of a doubly-linked list over a basic linked list?,"given a node in the list, one can navigate easily in either direction",0
1226,What is the main advantage of a doubly-linked list over a basic linked list?,You can traverse the list both forward and backwards.,0
1227,What is the main advantage of a doubly-linked list over a basic linked list?,a doubly linked list allows you to back up from a node rather than having to go through the entire list again,0
1228,What is the main advantage of a doubly-linked list over a basic linked list?,Gives faster times for some operations such as insertion and deletion,0
1229,What is the main advantage of a doubly-linked list over a basic linked list?,"The primary disadvantage of doubly linked lists are that (1) each node requires an extra pointer, requiring more space, and (2) the insertion or deletion of a node takes a bit longer (more pointer operations).",0
1230,What is the main disadvantage of a doubly-linked list over a basic linked list?,they take up twice as much memory for each node,0
1231,What is the main disadvantage of a doubly-linked list over a basic linked list?,"In a doubly linked list, there are more pointers to set and the mechanics of inserting and deleting are more difficult. Also, the special cases at the beginning or end of the list are more complicated.",0
1232,What is the main disadvantage of a doubly-linked list over a basic linked list?,"There are more pointers to set, the mechanics of inserting into and deleting from a doubly linked list are a bit more involved than for a singly linked list.",0
1233,What is the main disadvantage of a doubly-linked list over a basic linked list?,Insertion and deletion with a doubly linked list are more involved than with a singly linked list leaving more room for error and complex algorithms.,0
1234,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Need more memory to store ""previous"" pointers.",0
1235,What is the main disadvantage of a doubly-linked list over a basic linked list?,a node in a doubly linked list takes up more memory than a node in a singly linked list.,0
1236,What is the main disadvantage of a doubly-linked list over a basic linked list?,You have to keep up with where you are and you have to consider the predecessor and successor connections when inserting/deleting.,0
1237,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Each node requires an extra node, requires more memory, and is more difficult to insert and remove individual nodes",0
1238,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Double-linked lists require more space per node, and their elementary operations are more expensive",0
1239,What is the main disadvantage of a doubly-linked list over a basic linked list?,More difficult to delete and create nodes.,0
1240,What is the main disadvantage of a doubly-linked list over a basic linked list?,They use more memory and you have to make 2 pointers and update 2 pointers each time you change the list.,0
1241,What is the main disadvantage of a doubly-linked list over a basic linked list?,nodes take up more memory,0
1242,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Each node requires an extra pointer (space requirements increased), Insertion or deletion of a node takes a longer (more pointer operations).",0
1243,What is the main disadvantage of a doubly-linked list over a basic linked list?,its a little more confusing. The special cases at the end and beginning become more difficult to do.,0
1244,What is the main disadvantage of a doubly-linked list over a basic linked list?,increased actions to add and remove elements to the linked list.,0
1245,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Inserting and deleting in a double-linked list is more involved, and has special cases at the beginning and end.",0
1246,What is the main disadvantage of a doubly-linked list over a basic linked list?,The main disadvanate is that if hard to remove all items in the list.,0
1247,What is the main disadvantage of a doubly-linked list over a basic linked list?,"each node requires an extra pointer, taking up more storage.  insertions and deletions require more pointer operations.",0
1248,What is the main disadvantage of a doubly-linked list over a basic linked list?,"in a doubly linked list there are twice as many pointers for each element , therefore more memory is used",0
1249,What is the main disadvantage of a doubly-linked list over a basic linked list?,The process of adding and removing Nodes in a Doubly linked list is more complex than in a basic linked list,0
1250,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Double linked lists require more space per node, and their elementary operation are more expensive",0
1251,What is the main disadvantage of a doubly-linked list over a basic linked list?,"1- each node requires an extra pointer, requiring more space 2- the insertion or deletion of a node takes a bit longer, more pointer operations",0
1252,What is the main disadvantage of a doubly-linked list over a basic linked list?,It takes up twice the storage needed.,0
1253,What is the main disadvantage of a doubly-linked list over a basic linked list?,"using more pointers to enable the backward movement takes up more memory, having more pointers make it slightly more work to add or remove a node from the list",0
1254,What is the main disadvantage of a doubly-linked list over a basic linked list?,"increased memory requirements, slightly more complicated when modifying elements in the list",0
1255,What is the main disadvantage of a doubly-linked list over a basic linked list?,not answered,0
1256,What is a stack?,A data structure for storing items which are to be accessed in last-in first-out order that can be implemented in three ways.,0
1257,What is a stack?,A stack is an abstract data type that is based on the principle that the last element inserted into the stack will be the first element removed from the stack.,0
1258,What is a stack?,Stores a set of elements in a particular order.,0
1259,What is a stack?,"An ADT whose most recently inserted item is the first item removed or retrieved. This property is called last in, first out (LIFO). Items enter and leave a stack at its top.",0
1260,What is a stack?,A list in which only the top (or last item added) can be modified.,0
1261,What is a stack?,a stack is a data structure that uses push to insert an item and pop to remove ad item. The stack use a last in first out structure for inserting and removing items.,0
1262,What is a stack?,A data structure that stores data using LIFO.,0
1263,What is a stack?,"A stack is similar to an array, but does not allow for random access. Stacks only allow a user to retrieve the last item put into the stack. Last in, fist out.",0
1264,What is a stack?,Stores a set of elements in a particular order. Stack principle: LAST  IN  FIRST  OUT. It means: the last element inserted is the first one to be removed.,0
1265,What is a stack?,A stack is an ADT that stores a set of elements in a particular order.,0
1266,What is a stack?,"a data type that stores a set of elements in a certain order, last in, first out.",0
1267,What is a stack?,a data structure that moves elements in last in first out,0
1268,What is a stack?,Stores a set of elements in a last in first out order.,0
1269,What is a stack?,A list that can be added to or removed from only from the top.,0
1270,What is a stack?,"a stack is an Abstract data type which operates on a last in first out basis for storing a list of objects, and does not support ( at least in the pure stack) peeking at a element without removing the rest of the stack first.",0
1271,What is a stack?,Stores a set of elements in a particular order based on the principle of Last In First Out (LIFO).,0
1272,What is a stack?,"an object list that stores elements in a particular order, the first object inserted is at the bottom with the last object at the top so the first object in is the last object out.",0
1273,What is a stack?,An ADT that stores a set of elements in a particular order. The stack principles are LIFO. The last item inserted in the list is the first out.,0
1274,What is a stack?,An abstract data type that stores a set of elements in a particular order.,0
1275,What is a stack?,a collection of data to be executed in the order of last in first out,0
1276,What is a stack?,"A stack is a data structure that allows data members to be added or removed one at a time, and in order. They are a ""Last in First Out"" structure.",0
1277,What is a stack?,Stores a set of element in a particular order,0
1278,What is a stack?,is a list of element where the first one to be removed is the last one inserted,0
1279,What is a stack?,A data structure that puts elements in a list and only allows the user  access to the last element.,0
1280,What is a stack?,a finite ordered list with zero or more elements,0
1281,What is a stack?,"A storage container that holds objects in a certain order, which has a LIFO priority",0
1282,What is a stack?,"Stacks are a type of container adaptors, specifically designed to operate in a LIFO context (last-in first-out), where elements are inserted and extracted only from the end of the container.",0
1283,What are the two main functions defined by a stack?,Push and pop are two main functions defined in a stack,0
1284,What are the two main functions defined by a stack?,Push which inserts an element on the top of the stack and pop which removes the last inserted element from the stack.,0
1285,What are the two main functions defined by a stack?,Push and pop.,0
1286,What are the two main functions defined by a stack?,Pop function and Push function,0
1287,What are the two main functions defined by a stack?,push and pop.,0
1288,What are the two main functions defined by a stack?,push (insert an item) pop (remove an item),0
1289,What are the two main functions defined by a stack?,Adding a new item and removing the item,0
1290,What are the two main functions defined by a stack?,Push (insert) and pop (retrieve).,0
1291,What are the two main functions defined by a stack?,push and pop.,0
1292,What are the two main functions defined by a stack?,Push and Pop.,0
1293,What are the two main functions defined by a stack?,pop and push,0
1294,What are the two main functions defined by a stack?,push (add an element) pop (remove an element),0
1295,What are the two main functions defined by a stack?,Push and pop.,0
1296,What are the two main functions defined by a stack?,pop and push,0
1297,What are the two main functions defined by a stack?,push ( to add to a item the Stack) Pop  ( to pull the last item added from an array. ),0
1298,What are the two main functions defined by a stack?,pop and push,0
1299,What are the two main functions defined by a stack?,"push and pop, push puts an object into the list, and pop takes the last object off.",0
1300,What are the two main functions defined by a stack?,Push and Pop are the two main functions of a stack,0
1301,What are the two main functions defined by a stack?,Push and Pop,0
1302,What are the two main functions defined by a stack?,"push, which adds an element to the stack... and pop which takes an element off the stack",0
1303,What are the two main functions defined by a stack?,"Push and Pop, which add and remove data from the stack, respectively.",0
1304,What are the two main functions defined by a stack?,push and pop,0
1305,What are the two main functions defined by a stack?,pop - to remove item push - to insert an element,0
1306,What are the two main functions defined by a stack?,Pop and push,0
1307,What are the two main functions defined by a stack?,pop and push,0
1308,What are the two main functions defined by a stack?,push - adds an item to the top of the stack pop - removes the top item from the stack,0
1309,What are the two main functions defined by a stack?,push and pop. Push adds a given node to the top of the stack leaving previous nodes below. Pop removes and returns the current top node of the stack,0
1310,How can you implement a stack with an array?,An array has a fixed size.  You can add and delete elements to the end of the array and you use a pointer to keep track of the last element added.  Each time you add or delete an element you update the pointer and check if it is equal to the max size of the array.,0
1311,How can you implement a stack with an array?,By implementing an array of a pre-defined size with the bottom stack element stored at element 0 and the last element stored in the array is the top. You increment top when an element is pushed and you decrement it when an item is popped.,0
1312,How can you implement a stack with an array?,"If you use a dynamically allocated array, you must provide a destructor and copy constructor.",0
1313,How can you implement a stack with an array?,"Create a int value that stores the ""head"" of the stack. Increment the top when one element is pushed and decrement after it is popped.",0
1314,How can you implement a stack with an array?,Use a pointer that always points to the end of the array list for push/pop modifications.,0
1315,How can you implement a stack with an array?,if you used an array to implement a stack when you add an element just add it to the end of an array and remove items from end of array also.,0
1316,How can you implement a stack with an array?,You predetermine the size of the stack as you would an array.  This type can not grow.,0
1317,How can you implement a stack with an array?,"Declare a variable that points the last item in the array, which increases (++) when items are pushed onto the stack, and decreases (--) when an item is popped off the top.",0
1318,How can you implement a stack with an array?,"Allocate an array of some size. The bottom stack element is stored at some element. Last index in the array is the top. Increment top when one element is pushed, decrement after pop. ",0
1319,How can you implement a stack with an array?,"You allocate an pre-defined array, the bottom element is stored at element 0, and the last index is the head.",0
1320,How can you implement a stack with an array?,"Make an array, make the bottom at spot 0, make the last spot in the array the top, and increment top when you ad",0
1321,How can you implement a stack with an array?,treat the beginning of the array as the beginning of the stack,0
1322,How can you implement a stack with an array?,Use an index value called top to keep track of the last element in the array.,0
1323,How can you implement a stack with an array?,create an array and implement pointers that point to the next list item down and stack them up.,0
1324,How can you implement a stack with an array?,"for efficiency it is easiest to implement the left to right method, with the right most item being the one that is retrieved when a pop is performed, and a push places an object on the furthest element.",0
1325,How can you implement a stack with an array?,"Create an array based on a pre-defined size N There can't be more elements than N.  Bottom stack element stored at element 0 last index in the array is the top  Increment top when one element is pushed, decrement after pop",0
1326,How can you implement a stack with an array?,"with the element added to the array, so that the last element added is at the end, and when the element is popped it takes the last element off the array",0
1327,How can you implement a stack with an array?,Allocate an array of some pre-defined size. Bottom stack element stored at element 0. The last index in the array is the top. Increment top when one element is pushed.,0
1328,How can you implement a stack with an array?,"Create an array, size N.  N++ when one element is pushed.  N-- when one element is popped.",0
1329,How can you implement a stack with an array?,define an array and keep track of a pointer to the last element as items are added,0
1330,How can you implement a stack with an array?,"By allocating an array of predetermined size, and an integer to track the top element of the stack. The bottom member of the stack will go in element 0 of the array, and for each element pushed the ""top"" tracking integer is incremented.",0
1331,How can you implement a stack with an array?,"Allocate an array of some size, bottom stack element stored at element 0",0
1332,How can you implement a stack with an array?,you store the stack in the array but you have to keep in mind the first element,0
1333,How can you implement a stack with an array?,You keep track of the last item entered into the array and do not  allow the user access to the other parts of the array.,0
1334,How can you implement a stack with an array?,"using arrays, you are pushing one int at a time into the stack until you get to the end of your array",0
1335,How can you implement a stack with an array?,"by having a max number of elements, allocating an array with that number of elements, storing the elements starting at 0, and keeping track of how many elements are currently in the list",0
1336,How can you implement a stack with an array?,"Stack usually holds a bunch of items with the same type, therefore u can use an array, to hold the content of the stack and an integer top that holds the index of the element at the top of the stack. u Choose an array size. Then the sequence of operations used. u have to decide what data types are needed for this stack data structure. ",0
1337,How can you implement a stack with a list?,You can add an element to the end of the linked list and update a pointer called top each time you modify the list.,0
1338,How can you implement a stack with a list?,You implement a list in which the head pointer points to the element most recently pushed onto the list and the pop function changes the head pointer to point to the next to last element in the list and removes the element head pointer previously pointed to.,0
1339,How can you implement a stack with a list?,This is the implementation of the stack using single linked list.   The operations performed on a stack are    1)push(): This is the function which is for insertion(pushing)of an element into stack                      It is similar to the insertion of an element at the end of a single linked list                   see  the function insert_end() in the program for operations of single linked list    2)pop(): This is the function which is for deletion(popping up) of an element from the stack             It is similar to the deletion of an element at the end of a single linked list       see  the function delete_end() in the program for operations of single linked list    3)stack_display():This is the function which is for displaying the elements of a stack,0
1340,How can you implement a stack with a list?,Using nodes to keep track of the head of the stack. Then using Push( ) and Pop ( ) to create the stack as needed.,0
1341,How can you implement a stack with a list?,"Use the head as the top of the stack, only modify the head when you push/pop... push would add a new item to the head, pop would remove the item from the head.",0
1342,How can you implement a stack with a list?,you implement a stack with a list by changing the pointer to the first element of the list to the new item and move the pointer from the top of the stack to the next item when removing an item.,0
1343,How can you implement a stack with a list?,You dynamicly create space as the stack grows.  The stack can be as long as you need.,0
1344,How can you implement a stack with a list?,"Declare a pointer that points to the head of the linked list, only add and remove nodes from the beginning of the list.",0
1345,How can you implement a stack with a list?,Creating a linked list. Add an element to the top of the stack when pushing and deleting an element when popping.,0
1346,How can you implement a stack with a list?,"A singly-linked list is already a lot like a stack, it just depends on the way you address moving the head.",0
1347,How can you implement a stack with a list?,"make a list, make the bottom the head, add on the end and make the end top",0
1348,How can you implement a stack with a list?,use the add function with a list as the beginning of the stack and remove for pop,0
1349,How can you implement a stack with a list?,Use head as the top and push and pop nodes from the head.,0
1350,How can you implement a stack with a list?,create a node based list that points to the next list item down.,0
1351,How can you implement a stack with a list?,"have the head of the list be the last item added, and a push just adds a new head.",0
1352,How can you implement a stack with a list?,"Create a new list.  Pop elements in the stack as needed.  Push the stack to remove items, unless the stack is empty.  The top item is at the head of the list. The last item is at the end.",0
1353,How can you implement a stack with a list?,adding the element to the end of the list so that it links to the element before it. when popping the element it takes the last element in the list and sets the previous one as the end of the list.,0
1354,How can you implement a stack with a list?,"You can implement a stack using arrays or and linked list. By the use of pointers, that point element(node) to the next element in the stack. By the use of pointers, the stack becomes a linked list.",0
1355,How can you implement a stack with a list?,Elements are only inserted and removed from the head of the list.  There is no header node or current pointer.,0
1356,How can you implement a stack with a list?,use a linked list and keep track of a pointer that points to the first item,0
1357,How can you implement a stack with a list?,"A singly linked list can already be easily used for LIFO data storage. Members of a stack can simply be pushed and popped from a list, the first item in will be the last out.",0
1358,How can you implement a stack with a list?,using pointer,0
1359,How can you implement a stack with a list?,the top is the first pointer.,0
1360,How can you implement a stack with a list?,"Keep a pointer pointing to the last element entered at the front of  the array and move the pointer ""back"" when you delete an element.",0
1361,How can you implement a stack with a list?,"using linked list, you are pushing the node that contains each int to the stack until you get to the end of your linked list",0
1362,How can you implement a stack with a list?,"have a linked list, and for each push, add an item onto beginning of the list, and for each pop remove the first element in the list.",0
1363,How can you implement a stack with a list?,"Using a linked list is one way to implement a stack so that it can handle essentially any number of elements. It is usually convenient to put a data structure in its own module, thus, you'll want to create files stack.h and a stack.c",0
1364,How are infix expressions evaluated by computers?,They are converted to post fix expressions.  It still follow the order of precedence for the operators.,0
1365,How are infix expressions evaluated by computers?,They are first converted to postfix expressions and then evaluated.,0
1366,How are infix expressions evaluated by computers?,"Computers cannot evaulate infix expressions, it must first convert infix to postfix expression then it can evaluate.",0
1367,How are infix expressions evaluated by computers?,By using parentheses to have order in the expression.,0
1368,How are infix expressions evaluated by computers?,In postfix notation.,0
1369,How are infix expressions evaluated by computers?,computers usually convert infix expressions to post fix expression and evaluate them using a stack.,0
1370,How are infix expressions evaluated by computers?,they are converted to postfix,0
1371,How are infix expressions evaluated by computers?,Infix expressions are interpreted as postfix expressions by implementing stacks.,0
1372,How are infix expressions evaluated by computers?,They are first converted into an equivalent postfix expression so it can be read by the computer.,0
1373,How are infix expressions evaluated by computers?,"The computer translates the infix expression to a postfix expression, then solves.",0
1374,How are infix expressions evaluated by computers?,in postfix format,0
1375,How are infix expressions evaluated by computers?,they use parenthisis and a stack to determine which evaluations need to be made first,0
1376,How are infix expressions evaluated by computers?,By throwing variables into a postfix expression and operands onto a parentheses regulated stack until end parentheses and enough variables to operate on are encountered.,0
1377,How are infix expressions evaluated by computers?,by being passed to the function by a leading term,0
1378,How are infix expressions evaluated by computers?,"i have an hard time explaining this so i'll show how infix is evaluated instead. Start with an infix expression, like,  (((5+2)*5)+(400/(2+3))), and  push items until you get a "")"" and once that happens, perform the operations until you reach an ""(""... with that complete, you will now have  ((7*5)+(400/(2+3))) as now the expression that will be evaluated... perform last step again... (35+(400/(2+3))) is now the stack.... repeat agian... (35+(400/5)) is now the stack after that.... repeat... (35+80) is now the stack, repeat again... 115 is now the stack, and is returned.",0
1379,How are infix expressions evaluated by computers?,The infix expression is converted to postfix form,0
1380,How are infix expressions evaluated by computers?,by converting them to postfix expressions and putting the operations in a stack,0
1381,How are infix expressions evaluated by computers?,The computer converts the infix expression to postfix form. Then evaluates the postfix expression.,0
1382,How are infix expressions evaluated by computers?,infix expressions are converted to postfix expressions before they can be evaluated by a computer.  Operands stay in the same order.  Operators always follow the operands.,0
1383,How are infix expressions evaluated by computers?,infix expressions are pointers evaluated by reference to the memory location,0
1384,How are infix expressions evaluated by computers?,computers convert infix expressions to postfix form before evaluation,0
1385,How are infix expressions evaluated by computers?,convert infix expressions to postfix expression and evaluate the postfix expression,0
1386,How are infix expressions evaluated by computers?,"When an operand is entered, the computer Pushes it onto a stack When an operator is entered, the computer Applies it to the top two operands of the stack Pops the operands from the stack Pushes the result of the operation onto the stack",0
1387,How are infix expressions evaluated by computers?,Computers convert an infix expression into a postfix expression. They then push the numbers onto a stack and pop them out as they are needed.,0
1388,How are infix expressions evaluated by computers?,"infix expressions are converted to postfix, (i.e. 3+2 is changed to 32+)",0
1389,How are infix expressions evaluated by computers?,"they are transformed into post-fix expressions, then evaluated with a stack.",0
1390,How are infix expressions evaluated by computers?,"Writing arithmetic expressions is called infix notation.  This is because a binary operator (like '+') is written in between its two operands (as in ""a + b"").  There are two alternative forms of notation used in certain situations.  One is prefix notation, in which an operator is written before its operands.  In prefix notation, the sum of a and b is written ""+ a b"".  This is the notation used to write function calls in mathematics and computer science.  It is also used in the Lisp and Scheme programming languages.  In postfix notation, an operator is written after its operands.  The sum of a and b is written ""a b +"".  (You may have seen this as ""reverse Polish notation"".)  Postfix notation forms the conceptual basis for the way that arithmetic expressions are evaluated by a computer.  One important characteristic of both postfix and prefix notations is that they are unambiguous; no parentheses are needed to indicate the order of operations. ",0
1391,What operations would you need to perform to find a given element on a stack?,isEmptry()//determines if the stack is full or not pop()//to remove the top element if it is not the on you are looking for search()//you compare each element of the stack to the data you are looking for.,0
1392,What operations would you need to perform to find a given element on a stack?,You would have to keep using peek or getTop to see what the top element is then popping the top element until peek or getTop provides the element you are looking for.,0
1393,What operations would you need to perform to find a given element on a stack?,Push adds a given node to the top of the stack leaving previous nodes below. Pop removes and returns the current top node of the stack.,0
1394,What operations would you need to perform to find a given element on a stack?,"Using linked lists and stacks, you would need a temp stack to retain the values. Then you would use the Pop( ) function to pop off each element and then compare it. If its not the element your looking for, Push ( ) it to the temp stack. Repeat until the element is found. When you find it,  Pop ( ) off the temp stack back onto the regular stack to have a complete stack again.",0
1395,What operations would you need to perform to find a given element on a stack?,"Pop each item off the top until you find what you are looking for. If the stack ends up empty and you never found the item, then it does not exist in the stack. It may also be necessary to save the popped values in case you want to recreate the stack.",0
1396,What operations would you need to perform to find a given element on a stack?,"if the stack is implemented using an array you could simply search the array for the item. If the stack is implemented using a linked list you would have to pop the values off of the stack until either the value is found or the stack is empty, you would then have to have the items put back into the list.",0
1397,What operations would you need to perform to find a given element on a stack?,"You need to pop each item on the stack and compare the item.  Once the item is found, no more items need to be removed.",0
1398,What operations would you need to perform to find a given element on a stack?,"Pop an element from one stack, check to see if it is the desired element, if not push it onto another stack. When finished, pop the items from the second stack and push them back onto the first stack (this will ensure the order of the elements is maintained).",0
1399,What operations would you need to perform to find a given element on a stack?,Basically pop the stack until you find the given element.,0
1400,What operations would you need to perform to find a given element on a stack?,"Iterate through the stack, checking the number against the current element.",0
1401,What operations would you need to perform to find a given element on a stack?,pop and push,0
1402,What operations would you need to perform to find a given element on a stack?,pop all elements off stack until you find that element and then push the popped elements back on the stack,0
1403,What operations would you need to perform to find a given element on a stack?,"Keep popping nodes and storing them in an alternate stack until the given element is found, then pop the given element and push the previously popped nodes back onto the stack.",0
1404,What operations would you need to perform to find a given element on a stack?,either traverse the entire list and pop the given part or create a pointer system that automatically points to it.,0
